Country,City,lng,lat
Japan,Kitakami,141.1132,39.2867
Kenya,Kitui,38.0167,-1.3667
South Africa,Knysna,23.0489,-34.0356
Russian Federation,Korsakov,142.7667,46.6333
Colombia,Pasto,-77.2772,1.2078
Brazil,Pedra,-36.9456,-8.5006
Thailand,Phak Hai,100.3667,14.4626
Thailand,Phanat Nikhom,101.1844,13.4458
United States of America,Omaha,-96.0529,41.2627
Italy,Orbetello,11.2125,42.4394
Russian Federation,Ostrov,28.35,57.35
Russian Federation,Ostrov,12.9392,50.306
United States of America,Owatonna,-93.2312,44.0912
Netherlands,Drimmelen,4.8,51.6833
United States of America,Dyer,-87.509,41.4977
United States of America,East Orange,-74.2117,40.7651
United Kingdom of Great Britain and Northern Ireland,East Retford,-0.9431,53.3228
United States of America,El Mirage,-112.3271,33.5905
Germany,Frankenthal,8.35,49.5333
Italy,Fucecchio,10.8,43.7333
Italy,Gallarate,8.7914,45.6649
Italy,Gardone Val Trompia,10.1833,45.6833
United States of America,Garfield,-74.1085,40.8791
France,Gien,2.625,47.6981
Spain,Erandio,-2.9731,43.3047
Mexico,Felipe Carrillo Puerto,-88.0453,19.5786
United States of America,Fort Lauderdale,-80.1464,26.1412
Poland,Gubin,14.7167,51.95
Germany,Hammelburg,9.9,50.1167
United States of America,Harwich,1.266,51.934
United States of America,Harwich,-70.0684,41.6957
Belgium,Herentals,4.8333,51.1833
China,Hohhot,111.6629,40.8151
Germany,Holzgerlingen,9.0108,48.6392
Angola,Huambo,15.7347,-12.7767
Canada,Dawson Creek,-120.2356,55.7606
China,Daye,114.9699,30.1003
India,Dirba,75.98,30.07
Brazil,Dois Vizinhos,-53.0569,-25.75
Brazil,Pirapora,-44.9436,-17.3478
Sri Lanka,Point Pedro,80.2333,9.8167
United Kingdom of Great Britain and Northern Ireland,Dawlish,-3.466,50.581
United States of America,Delano,-119.2635,35.7662
Russian Federation,Derbent,48.3,42.05
India,Dergaon,93.9667,26.7
India,Dhamtari,81.55,20.71
United States of America,Dumont,-73.9923,40.9452
United States of America,Dumont,-47.9733,-21.2364
United States of America,East Providence,-71.3565,41.8065
United States of America,Naples,14.25,40.8333
United States of America,Naples,-81.7936,26.1504
Russian Federation,Neftegorsk,51.1667,52.8
,Nesoddtangen,10.6556,59.8086
Japan,Nichinan,131.38,31.6022
Finland,Nivala,24.975,63.925
United States of America,Norton Shores,-86.2519,43.1621
Slovenia,Novo Mesto,15.1667,45.8
United States of America,Oak Forest,-87.7527,41.6054
Japan,Ogawa,139.2618,36.0567
Japan,Okegawa,139.5427,36.0057
Poland,Rumia,18.4,54.5667
United States of America,Sachse,-96.5793,32.9726
Mexico,Salvatierra,-100.8961,20.2156
Peru,Santa,120.4344,17.486
United States of America,Reidsville,-79.6725,36.3376
Mexico,Acala,-92.8069,16.5533
Japan,Akishima,139.3535,35.7057
Malaysia,Alor Setar,100.3694,6.1183
Mexico,Ameca,-104.0431,20.5486
Japan,Arai,137.5667,34.6833
Italy,Arcola,9.9,44.1167
Italy,Argenta,11.8333,44.6153
India,Alwaye,76.35,10.1167
Brazil,Arcos,-45.5397,-20.2914
United States of America,Arecibo,-66.7387,18.4491
Italy,Angri,14.5667,40.7333
United Kingdom of Great Britain and Northern Ireland,Arbroath,-2.586,56.561
Russian Federation,Arzgir,44.2281,45.3694
Brazil,Atalaia,-36.0228,-9.5019
Nigeria,Awka,7.0667,6.2
Brazil,Bacabal,-44.78,-4.225
Germany,Bad Driburg,9.0167,51.7333
Pakistan,Lalian,72.8027,31.8253
Cyprus,Larnaca,33.6333,34.9167
Cuba,Las Tunas,-76.9544,20.9597
United States of America,Lawton,-98.4202,34.6175
Germany,Leimen,8.6911,49.3481
India,Kandi,2.9369,11.1286
Australia,Katherine,132.2667,-14.4667
Pakistan,Khuzdar,66.6167,27.8
United Kingdom of Great Britain and Northern Ireland,Kilwinning,-4.703,55.655
Zimbabwe,Kwekwe,29.8167,-18.9167
United States of America,Laguna Niguel,-117.705,33.5275
United States of America,East Longmeadow,-72.499,42.0597
Nigeria,Ede,4.4361,7.7389
Nigeria,Ede,5.6667,52.05
Turkey,Edremit,27.02,39.5922
Germany,Marienberg,13.15,50.6333
United States of America,Marion,-91.585,42.0451
United States of America,Marion,-83.1227,40.5973
United States of America,Marion,-85.6604,40.5497
United States of America,Marion,-88.942,37.7345
United States of America,Marion,-90.2059,35.2035
United States of America,Middleton,-2.187,53.555
United States of America,Middleton,-89.5059,43.1064
United States of America,Middleton,-71.0164,42.6043
United States of America,Middleton,-116.6157,43.7113
India,Mihona,78.9805,26.2837
Uganda,Mityana,32.0422,0.4006
France,Montmorency,2.3228,48.9906
United States of America,Moultrie,-83.7708,31.1591
India,Multai,78.25,21.77
India,Naduvattam,76.5437,11.4808
Croatia,Zagreb,15.9833,45.8167
Germany,Zittau,14.8072,50.8961
Italy,Zola Predosa,11.2181,44.4883
Japan,Zushi,139.5833,35.2833
United States of America,Yonkers,-73.8673,40.9466
Ukraine,Yuzhne,31.1,46.63
Serbia,Gornji Milanovac,20.456,44.0212
United Kingdom of Great Britain and Northern Ireland,Greenock,-4.765,55.95
France,Grigny,2.3849,48.6562
France,Grigny,4.7897,45.6083
Italy,Grottammare,13.8658,42.9897
Uzbekistan,Gurlan,60.4,41.85
United States of America,Haddonfield,-75.0346,39.8955
China,Hanzhong,107.026,33.0794
United States of America,Hemet,-116.9969,33.7341
Germany,Hoyerswerda,14.25,51.4333
Peru,Huaral,-77.2,-11.5
China,Hunchun,130.3585,42.8679
,Iguape,-47.5553,-24.7081
Denmark,Herning,8.9833,56.1333
Mexico,Hidalgo,-98.2464,26.109
Pakistan,Kharian,73.865,32.811
United Republic of Tanzania,Kibaha,38.9167,-6.7667
United States of America,Kilgore,-94.8602,32.398
Democratic Republic of the Congo,Kinshasa,15.3222,-4.325
United Kingdom of Great Britain and Northern Ireland,Kirkby,-2.89,53.48
Japan,Kitamoto,139.5302,36.0269
Sri Lanka,Kolonnawa,79.895,6.9283
Russian Federation,Kostomuksha,30.6,64.5833
Russian Federation,Shchuchye,62.75,55.2167
Turkey,Simav,28.9833,39.0833
Uganda,Sironko,34.2481,1.2306
Netherlands,Werkendam,4.9,51.8
United States of America,West Babylon,-73.3585,40.7129
United States of America,West Puente Valley,-117.9681,34.0513
United States of America,West Sacramento,-121.5505,38.5557
Germany,Winnenden,9.3978,48.8764
Poland,Wronki,16.3833,52.7
Sweden,Visby,18.3071,57.629
Germany,Voerde,6.6833,51.6
New Zealand,Waitakere,174.543,-36.85
United States of America,Warner Robins,-83.6527,32.5961
United States of America,Wausau,-89.6459,44.962
Germany,Erftstadt,6.7667,50.8167
Italy,Fasano,17.3667,40.8333
United States of America,Findlay,-83.6379,41.0469
Italy,Fossano,7.7333,44.55
Germany,Friedrichshafen,9.4833,47.65
Indonesia,Madiun,111.5231,-7.63
India,Malappuram,76.0693,11.0588
Philippines,Mamburao,120.596,13.2233
Philippines,Mankayan,120.7933,16.8567
Cuba,Mantua,-84.2875,22.2908
Cuba,Mantua,-75.1686,39.7618
Iran (Islamic Republic of),Marand,45.7686,38.4331
Turkey,Mardin,40.735,37.3131
United Kingdom of Great Britain and Northern Ireland,Clydebank,-4.4006,55.8997
United States of America,Cocoa,-80.7675,28.382
United States of America,Coffeyville,-95.618,37.0519
Honduras,Comayagua,-87.6383,14.4522
United States of America,Culver City,-118.3968,34.0058
Brazil,Piraquara,-49.0628,-25.4419
United States of America,Pooler,-81.2569,32.1043
Mexico,Progreso,-56.2194,-34.665
Mexico,Progreso,-115.5842,32.5842
Mexico,Progreso,-89.67,21.28
Chile,Puerto Varas,-72.9833,-41.3167
Poland,Radom,21.1567,51.4036
India,Raipur,81.63,21.25
India,Raipur,86.8498,25.4226
United States of America,Opelika,-85.3769,32.6612
Belarus,Orsha,30.4258,54.5092
Portugal,Ovar,-8.6333,40.8667
Philippines,Padada,125.35,6.6333
United States of America,Palmdale,-118.1057,34.5944
Brazil,Palmital,-50.2175,-22.7889
Brazil,Palmital,-52.2028,-24.8928
Brazil,Pelotas,-52.3425,-31.7719
Canada,Peterborough,-0.2366,52.5662
Canada,Peterborough,-78.3167,44.3
Canada,Peterborough,138.8333,-32.9667
United States of America,Morris,-74.4945,40.7959
United States of America,Morris,-88.4304,41.3749
Japan,Naka,140.4868,36.4574
United States of America,Nanuet,-74.0155,41.0957
United States of America,Naugatuck,-73.0518,41.489
Japan,Niiza,139.5653,35.7935
United States of America,North Miami Beach,-80.1659,25.9302
Italy,Novi Ligure,8.7856,44.7592
Netherlands,Oldebroek,5.9,52.45
India,Takhatgarh,73.0,25.33
Brazil,Tanabi,-49.6489,-20.6258
Philippines,Tanauan,121.15,14.0833
Philippines,Tanauan,125.0167,11.1167
Indonesia,Tasikmalaya,108.1975,-7.3161
United States of America,Temple,-97.3891,31.1068
Canada,Timmins,-81.3333,48.4667
Japan,Toba,136.8434,34.4813
United States of America,Virginia Beach,-76.0435,36.7335
Russian Federation,Vostochnyy,69.65,39.9222
United States of America,Wantagh,-73.5104,40.6686
Nigeria,Warri,5.75,5.5167
Spain,Tortosa,0.5211,40.8125
Italy,Travagliato,10.0797,45.524
Brazil,Trindade,-49.4836,-16.6581
Brazil,Trindade,6.6833,0.3
Brazil,Trindade,-40.2678,-7.7619
Czechia,Trutnov,15.9131,50.5606
Turkey,Turgutlu,27.7,38.5
Russian Federation,Ustyuzhna,36.4333,58.8333
France,Vanves,2.2897,48.8208
Russian Federation,Verkhnyaya Salda,60.5533,58.0456
Nigeria,Onitsha,6.7833,6.1667
Romania,Otopeni,26.07,44.55
Brazil,Pacaembu,-51.2606,-21.5622
United Kingdom of Great Britain and Northern Ireland,Paisley,-4.4239,55.8456
United States of America,Palm Harbor,-82.7481,28.0847
Thailand,Prachuap Khiri Khan,99.8,11.8167
,Puerto Princesa,118.75,9.75
Colombia,Puerto Wilches,-73.9,7.35
Italy,Qualiano,14.15,40.9167
India,Raisen,77.8,23.33
Finland,Raisio,22.1692,60.4858
Estonia,Rakvere,26.35,59.35
Poland,Rawa Mazowiecka,20.2533,51.7658
Italy,Reggello,11.5333,43.6833
Germany,Renningen,8.9347,48.7661
United States of America,Richton Park,-87.7387,41.4816
United States of America,Rockville,-77.1553,39.0834
United Kingdom of Great Britain and Northern Ireland,Royal Tunbridge Wells,0.263,51.132
Russian Federation,Rzhev,34.3167,56.25
Italy,Saluzzo,7.4906,44.6453
United States of America,Westbrook,-70.3539,43.6954
Uganda,Wobulenzi,32.53,0.72
Germany,Wolfhagen,9.1667,51.3167
United States of America,Wooster,-81.9336,40.8172
Nigeria,Yenagoa,6.2676,4.9267
China,Yibin,104.64,28.7596
Russian Federation,Yuzhnouralsk,61.25,54.45
Brazil,Paracambi,-43.7089,-22.6108
Benin,Parakou,2.6167,9.35
Brazil,Paratinga,-43.1839,-12.6908
Brazil,Passo Fundo,-52.4,-28.25
Indonesia,Pati,111.0347,-6.7415
France,Pau,-0.37,43.3
United States of America,Pecan Grove,-95.733,29.6235
Italy,Pietrasanta,10.2183,43.9452
Philippines,Pililla,121.3,14.4833
United States of America,Plantation,-80.2617,26.1259
Spain,Plasencia,-6.0908,40.0275
Germany,Plochingen,9.4164,48.7117
Italy,Scordia,14.85,37.3
United States of America,Seminole,-82.784,27.8435
Russian Federation,Sergiyev Posad,38.1333,56.3
Pakistan,Shujaabad,71.295,29.8803
Germany,Sinzig,7.2519,50.5453
Armenia,Artashat,44.5506,39.9539
United States of America,Avon,2.725,48.4089
United States of America,Avon,-82.0187,41.4485
United States of America,Avon,-86.3916,39.7601
United States of America,Avon,-72.8538,41.7907
Ukraine,Balta,29.6225,47.9361
India,Baragaon,85.432,25.1348
United States of America,Barstow,-117.0471,34.8661
United States of America,Bay City,-83.8887,43.5902
United States of America,Bay City,-95.9601,28.9838
France,Bernissart,3.65,50.4833
Germany,Birkenfeld,8.6361,48.8697
Democratic Republic of the Congo,Bondo,23.6833,3.8167
Central African Republic,Bouar,15.6,5.95
Uganda,Bugiri,33.7486,0.5694
Netherlands,Bunnik,5.2333,52.05
Ecuador,Calceta,-80.17,-0.84
Italy,Campobasso,14.6667,41.5667
Brazil,Campos Novos,-51.225,-27.4019
Brazil,Castelo,-41.185,-20.6039
Lao People's Democratic Republic,Champasak,105.8667,14.8833
Thailand,Chon Buri,100.985,13.3611
United States of America,South Sioux City,-96.4125,42.4627
Canada,Spruce Grove,-113.9008,53.545
Germany,Stuttgart,9.18,48.7775
United States of America,Sumter,-80.393,33.9392
Mexico,Agua Prieta,-109.5489,31.3258
Spain,Albal,-0.4156,39.3972
Madagascar,Arivonimamo,47.1667,-19.0333
United States of America,Vadnais Heights,-93.0748,45.057
Finland,Vammala,22.9083,61.3417
Finland,Varkaus,27.8917,62.3167
Madagascar,Vavatenina,49.2,-17.4667
Germany,Velen,6.9897,51.8939
Russian Federation,Velsk,42.1167,61.0667
Germany,Verl,8.5167,51.8831
Germany,Ditzingen,9.0667,48.8264
Canada,Duncan,-123.7079,48.7787
Canada,Duncan,-97.9215,34.5408
United States of America,East Bridgewater,-70.9424,42.0352
Brazil,Itabaiana,-37.425,-10.685
Brazil,Itabaiana,-35.3328,-7.3289
Senegal,Matam,-13.3333,15.6167
Brazil,Matozinhos,-44.0808,-19.5578
India,Mauganj,81.88,24.68
Russian Federation,Mayskiy,44.0667,43.65
United States of America,Melbourne,144.9631,-37.8142
United States of America,Melbourne,-80.6627,28.1086
Poland,Miastko,16.9833,54.0167
United States of America,Missoula,-114.0214,46.8751
Pakistan,Mithi,69.8,24.7333
Myanmar,Mogok,96.5,22.9167
Switzerland,Montreux,6.9167,46.4333
,Montrose,-107.859,38.4689
,Montrose,-2.467,56.708
United States of America,Lake Ronkonkoma,-73.1128,40.8297
,Le Pradet,6.0233,43.1056
India,Leh,77.5847,34.1642
United States of America,Leisure City,-80.4363,25.4935
Poland,Leszno,16.5806,51.8458
United States of America,Louisville,-85.6485,38.1663
United States of America,Louisville,-105.1441,39.971
United States of America,Louisville,-81.2643,40.837
Czechia,Louny,13.7968,50.3571
India,Malaut,74.499,30.19
,Malibu,-118.7839,34.037
Turkey,Manavgat,31.4333,36.7833
Brazil,Maraial,-35.8289,-8.8028
India,Katangi,79.7962,23.4412
India,Katangi,79.8051,21.7737
United States of America,Kennett,-90.0481,36.2403
United States of America,Irondequoit,-77.5705,43.2096
United States of America,Issaquah,-122.0471,47.5439
Brazil,Itaberaba,-40.3069,-12.5278
India,Jammalamadugu,78.38,14.85
Cuba,Jatibonico,-79.1675,21.9464
United States of America,Jenks,-95.9736,35.9981
Romania,Jimbolia,20.7375,45.7931
Philippines,Kabacan,124.8167,7.1167
Afghanistan,Kabul,69.1783,34.5253
Japan,Hadano,139.2167,35.3667
United States of America,Hanford,-119.6549,36.3274
Germany,Harsum,9.96,52.2054
Belgium,Herstal,5.6333,50.6667
Russian Federation,Kovdor,30.4667,67.5594
Serbia,Kovin,20.9667,44.75
Russian Federation,Kurgan,65.3411,55.4408
United States of America,La Riviera,-121.3544,38.5683
Azerbaijan,Tovuz,45.6289,40.9922
Japan,Toyooka,134.8167,35.55
Australia,Traralgon,146.5403,-38.1958
Japan,Tsubame,138.8822,37.6731
United States of America,Tuskegee,-85.7131,32.4409
Netherlands,Tynaarlo,6.5833,53.0833
Italy,Fermo,13.7158,43.1608
,Ficarazzi,13.4667,38.0833
Comoros,Fomboni,43.7425,-12.28
Bangladesh,Habiganj,91.4144,24.3808
United States of America,Amarillo,-101.8316,35.1984
Germany,Amberg,11.8483,49.4444
United States of America,Anaheim,-117.8574,33.839
Chile,Antofagasta,-70.4,-23.65
Belgium,Antwerp,4.4003,51.2178
Italy,Avigliana,7.3984,45.0779
Turkey,Babaeski,27.0931,41.4325
China,Baiyin,104.1766,36.5448
Russian Federation,Balashov,43.1733,51.5469
Brazil,Balsas,-46.0358,-7.5328
Venezuela (Bolivarian Republic of),Barcelona,2.1769,41.3825
Venezuela (Bolivarian Republic of),Barcelona,-64.6833,10.1333
Venezuela (Bolivarian Republic of),Barcelona,124.1419,12.8694
Uruguay,Canelones,-56.2833,-34.5167
Italy,Castel San Giorgio,14.7,40.7833
Myanmar,Chauk,94.8167,20.8833
Zimbabwe,Chegutu,30.15,-18.14
Italy,Chieti,14.1667,42.35
Zambia,Chililabombwe,27.8278,-12.3667
Guatemala,Chimaltenango,-90.8208,14.6622
Canada,Collingwood,-80.2167,44.5
United States of America,Columbine,-105.0694,39.5879
France,Comines,3.0078,50.7611
Italy,Cormano,9.1667,45.55
Italy,Cortona,11.9881,43.2756
Ghana,Akwatia,-0.8,6.05
United States of America,Alameda,-122.267,37.7668
Italy,Alzano Lombardo,9.7286,45.7317
Ecuador,Ambato,-78.6197,-1.2417
Ecuador,Ambato,47.5,-18.6
Belgium,Ans,5.52,50.6625
Belgium,Aywaille,5.6739,50.4733
Germany,Bad Oldesloe,10.3742,53.8117
China,Baoding,115.4845,38.8671
Italy,Baronissi,14.7705,40.7462
Indonesia,Batu,112.525,-7.872
United States of America,Beacon,-73.9655,41.5036
Belgium,Vilvoorde,4.4245,50.9281
Netherlands,Voerendaal,5.9333,50.8833
Croatia,Vukovar,19.0025,45.3444
Germany,Weingarten,9.6444,47.8092
Germany,Weingarten,8.5306,49.0514
Germany,Wertheim,9.5167,49.75
United States of America,West Freehold,-74.2943,40.2324
United States of America,Whitman,-70.9399,42.08
China,Yantai,121.2664,37.3997
United States of America,Yorba Linda,-117.7714,33.889
Azerbaijan,Zabrat,49.9525,40.4872
Switzerland,Thalwil,8.5667,47.2833
France,Thionville,6.1692,49.3589
Japan,Tobe,132.7922,33.7492
Japan,Tomiya,140.8833,38.4
Russian Federation,Totma,42.75,59.9667
Italy,Treviglio,9.5928,45.5214
Latvia,Tukums,23.15,56.9667
Netherlands,Uitgeest,4.7167,52.5333
Denmark,Varde,8.4806,55.62
Ukraine,Vasylivka,35.2802,47.4435
Russian Federation,Beloyarskiy,66.6667,63.7167
India,Belsand,85.4008,26.4436
Turkey,Bergama,27.1833,39.1167
United Republic of Tanzania,Biharamulo,31.3167,-2.6333
,Bognor Regis,-0.6764,50.7824
Italy,Bologna,11.3428,44.4939
United States of America,Brewster,-70.0676,41.7463
United States of America,Broadview Heights,-81.6779,41.3196
Ukraine,Burshtyn,24.635,49.26
Chile,Calera,-86.7449,33.1254
Italy,Caltanissetta,14.0625,37.4903
Philippines,Calumpit,120.7667,14.9167
Romania,Giurgiu,25.9739,43.9008
Pakistan,Gojra,72.6833,31.15
United States of America,Guthrie,-97.4366,35.8424
United States of America,Hamden,-72.9215,41.3961
Belgium,Hamme,4.1333,51.0833
Netherlands,Hoorn,5.0667,52.65
United States of America,Horn Lake,-90.0501,34.9512
Brazil,Indaiatuba,-47.2181,-23.0903
Brazil,Ipanema,-41.7128,-19.8008
Russian Federation,Ivdel,60.4167,60.6833
Japan,Iwai,134.3333,35.5833
India,Jaggayyapeta,80.0976,16.892
Russian Federation,Kashin,37.6167,57.35
Philippines,Dulag,125.0317,10.9525
Canada,Elliot Lake,-82.65,46.3833
Myanmar,Dawei,98.2,14.0833
Romania,Dej,23.8053,47.0872
Spain,Denia,0.1111,38.8444
Thailand,Photharam,99.8531,13.6918
Italy,Pioltello,9.3333,45.5
Bulgaria,Popovo,26.2333,43.35
,Probolinggo,113.2167,-7.75
Colombia,Puerto Colombia,-74.8833,11.0167
Peru,Puno,-70.0236,-15.8433
France,Rambouillet,1.8308,48.6444
United Kingdom of Great Britain and Northern Ireland,Omagh,-7.29,54.59
Burkina Faso,Orodara,-4.91,10.98
Philippines,Pamplona,-1.65,42.8167
Philippines,Pamplona,-72.6525,7.3781
Philippines,Pamplona,123.1167,9.4667
Philippines,Pamplona,123.0833,13.5925
Philippines,Pamplona,121.3425,18.4661
United States of America,Peoria,-89.6154,40.752
United States of America,Peoria,-112.2989,33.7843
Brazil,Pesqueira,-36.6947,-8.3617
United States of America,Rancho Palos Verdes,-118.3634,33.7554
Belgium,Ravels,5.0,51.3667
United States of America,Raytown,-94.4641,38.9944
Bulgaria,Razlog,23.4667,41.8833
Brazil,Realeza,-53.5269,-25.7669
Germany,Recklinghausen,7.1619,51.585
Italy,Rezzato,10.3175,45.515
Belgium,Rijkevorsel,4.7667,51.35
United States of America,River Falls,-92.6247,44.8609
Brazil,Rolante,-50.5758,-29.6508
Russian Federation,Roshal,39.8833,55.6667
,Rovinj,13.6333,45.0833
China,Rucheng,120.5634,32.3852
Guatemala,Sacapulas,-91.0892,15.2892
Japan,Sagae,140.276,38.3809
Philippines,Sampaloc,121.6378,14.1625
Chile,Temuco,-72.6667,-38.7333
Mexico,Tenosique,-91.4225,17.4756
Russian Federation,Tikhvin,33.5333,59.65
Russian Federation,Lakinsk,39.9667,56.0333
,Lamu,40.9022,-2.2694
France,Laval,-73.75,45.5833
France,Laval,-0.7689,48.0733
United States of America,Los Alamitos,-118.0592,33.7971
Italy,Lugo,-7.55,43.0167
Italy,Lugo,11.9167,44.4167
United States of America,Madison,-89.393,43.0822
United States of America,Madison,-86.7626,34.7114
United States of America,Madison,-90.13,32.4738
United States of America,Madison,-72.6278,41.3398
United States of America,Madison,-74.4169,40.7586
United States of America,Madison,-85.3973,38.7581
United States of America,Madisonville,-87.5034,37.3409
United States of America,Manitowoc,-87.6812,44.0991
Brazil,Maracaju,-55.1678,-21.6139
Germany,Meppen,7.2928,52.6936
Belgium,Middelkerke,2.8192,51.1847
Switzerland,Monthey,6.95,46.25
United States of America,Mount Dora,-81.6344,28.8142
United States of America,New Brunswick,-74.445,40.487
India,Nihtaur,78.38,29.33
China,Ningbo,121.5492,29.875
India,Khem Karan,74.66,31.16
Serbia,Kikinda,20.45,45.8333
Russian Federation,Kolchugino,39.3667,56.3167
Burkina Faso,Kombissiri,-1.3333,12.0667
Norway,Kongsberg,9.6517,59.6694
Uzbekistan,Kosonsoy,71.55,41.25
United Kingdom of Great Britain and Northern Ireland,Northwich,-2.518,53.259
Ukraine,Nova Kakhovka,33.375,46.755
Russian Federation,Novotroitsk,58.3114,51.2039
Philippines,Obando,120.9375,14.7083
Philippines,Obando,-75.9167,4.5833
United States of America,Oildale,-119.0306,35.4293
China,Jinchang,102.1866,38.5168
China,Jinchang,112.9643,38.4858
United States of America,Justice,-87.8345,41.7495
Sierra Leone,Kabala,-11.55,9.5833
Japan,Kamiichi,137.3624,36.6984
Japan,Kaminoyama,140.2679,38.1496
United Republic of Tanzania,Morogoro,37.6633,-6.8242
United Republic of Tanzania,Musoma,33.8,-1.5
Zambia,Nakonde,32.7583,-9.3272
Belgium,Namur,4.8667,50.4667
Colombia,Natagaima,-75.0833,3.5833
United States of America,New Brighton,-3.049,53.432
United States of America,New Brighton,-93.206,45.0658
United States of America,Newberry,-76.7919,40.1286
United States of America,Newberry,-81.601,34.2813
Belgium,Nijlen,4.65,51.1667
Germany,Donzdorf,9.8167,48.6833
United Kingdom of Great Britain and Northern Ireland,Dorchester,-2.4367,50.7154
United States of America,Easthampton,-72.672,42.2651
Austria,Eisenstadt,16.5167,47.85
United States of America,Elk River,-93.567,45.3314
Central African Republic,Mobaye,21.1833,4.3167
Ghana,Sunyani,-2.3333,7.3333
Brazil,Tapes,-51.3958,-30.6728
Germany,Viersen,6.3972,51.2561
Netherlands,Vlaardingen,4.35,51.9
Germany,Waltrop,7.3833,51.6167
Democratic Republic of the Congo,Wamba,27.9929,2.1442
Somalia,Wanlaweyn,44.9,2.6167
China,Huanren,125.3529,41.2671
Mexico,Huauchinango,-98.0528,20.1767
United States of America,Huntsville,-86.6412,34.6981
United States of America,Huntsville,-95.5567,30.7009
United States of America,Huntsville,-79.2167,45.3333
Brazil,Ibimirim,-37.6903,-8.5408
Russian Federation,Ostrogozhsk,39.0667,50.8667
Spain,Osuna,-5.1,37.2333
Brazil,Ouro Branco,-43.6919,-20.5208
Brazil,Ouro Branco,-37.3567,-9.1667
Chile,Ovalle,-71.2,-30.6
Gabon,Oyem,11.5667,1.6
Mexico,Palenque,-91.8,17.4333
United States of America,Paradise,-115.1355,36.0872
United States of America,Paradise,-52.8667,47.5333
Brazil,Passos,-46.61,-20.7189
Ukraine,Pavlohrad,35.87,48.52
France,Pessac,-0.6311,44.8067
Italy,Pianoro,11.3333,44.3833
United States of America,Pine Bluff,-92.0173,34.2116
Jamaica,Portmore,-76.8799,17.95
China,Puli,120.9667,23.9667
India,Pushkar,74.5542,26.4903
China,Qinggang,126.1,46.69
United States of America,Reno,-119.8483,39.5497
Italy,Rivarolo Canavese,7.7171,45.3312
Austria,Salzburg,13.045,47.8
Mexico,San Buenaventura,-119.2314,34.2741
Mexico,San Buenaventura,-101.5467,27.0625
Mexico,San Salvador El Seco,-97.65,19.1333
United States of America,San Sebastian,125.0167,11.7
France,Sarrebourg,7.0539,48.7347
India,Satna,80.8322,24.6005
Indonesia,Sawangan,106.7647,-6.4086
Russian Federation,Shalushka,43.5594,43.5261
United States of America,Sylacauga,-86.2605,33.178
China,Taipei,121.5625,25.0375
China,Taiyuan,112.5425,37.8733
Ukraine,Stakhanov,38.6586,48.5681
United States of America,Statesboro,-81.7751,32.4375
Japan,Sukumo,132.7167,32.9333
United States of America,Westmont,-118.3018,33.9417
United States of America,Westmont,-75.0551,39.9082
United States of America,Westmont,-87.9742,41.7948
Germany,Wolgast,13.7667,54.05
United Kingdom of Great Britain and Northern Ireland,Wolverhampton,-2.1333,52.5833
China,Yangmei,121.15,24.9167
China,Yangmei,112.7802,22.8728
United States of America,Zachary,-91.1634,30.6643
Myanmar,Ye,97.8556,15.2467
China,Yichun,114.383,27.8041
China,Yichun,128.8893,47.7235
Mexico,Zacatecas,-102.5736,22.7736
Mexico,Zacatelco,-98.2333,19.2167
Croatia,Zadar,15.2319,44.1194
Peru,Zarumilla,-80.2722,-3.5014
Kazakhstan,Zaysan,84.8667,47.4667
Ukraine,Zhovkva,23.9667,50.0667
Spain,Zumarraga,124.841,11.639
Netherlands,Zeist,5.2331,52.0906
Russian Federation,Zelenokumsk,43.9167,44.4167
Colombia,Fresno,-119.7939,36.783
Colombia,Fresno,-75.0403,5.1556
Colombia,Fresno,-95.4696,29.5357
China,Gaoyou,119.4432,32.7847
Turkmenistan,Gazojak,61.4,41.1833
Turkey,Gerede,32.1986,40.8006
United States of America,Greeley,-104.7706,40.4152
Australia,Goulburn,149.6186,-34.7547
South Africa,Boksburg,28.2625,-26.2125
Bosnia and Herzegovina,Bosanska Krupa,16.15,44.8833
Netherlands,Boxtel,5.3333,51.5833
United States of America,Brent,-87.2495,30.4727
Netherlands,Breukelen,5.0017,52.1717
United States of America,Buffalo,-78.8487,42.9018
United States of America,Buffalo,-93.8644,45.1794
United Kingdom of Great Britain and Northern Ireland,Bury Saint Edmunds,0.7183,52.2474
United Republic of Tanzania,Butiama,33.9667,-1.7667
Colombia,Carepa,-76.6553,7.7578
Italy,Cascina,10.55,43.6833
Uganda,Fort Portal,30.2744,0.6544
United States of America,Franklin Square,-73.6775,40.7002
Denmark,Fredericia,9.75,55.5667
China,Fuxin,121.6486,42.0127
Philippines,Gapan,120.9489,15.3122
Belgium,Gerpinnes,4.5283,50.3369
Italy,Giffoni Valle Piana,14.9333,40.7167
Côte d'Ivoire,Daloa,-6.45,6.8833
Germany,Dassel,9.6903,51.8033
Belgium,De Haan,3.0336,51.2731
Indonesia,Denpasar,115.2167,-8.65
India,Dhuburi,90.0,26.02
Brazil,Dom Pedro,-44.4358,-5.0328
India,Channagiri,75.9258,14.024
Russian Federation,Chegdomyn,133.0241,51.1178
Guatemala,Chicacao,-91.3288,14.5428
Ecuador,Chone,-80.1,-0.6833
United States of America,Citrus,-117.8891,34.116
Italy,Civita Castellana,12.41,42.2961
Brazil,Colinas,-44.2489,-6.0258
